Tweet,preprocessed,tokenizing,polarity_score,polarity
saking sensinya sama lrt tiap ada yg ngetweet lrt gue kira lg bahas lrt jabodebek bukan last retweet,saking sensinya light rail transit yang mentwit light rail transit gue lagi bahas light rail transit jabodebek last retweet,"['saking', 'sensinya', 'light', 'rail', 'transit', 'yang', 'mentwit', 'light', 'rail', 'transit', 'gue', 'lagi', 'bahas', 'light', 'rail', 'transit', 'jabodebek', 'last', 'retweet']",-6,negative
@al3xander_12 @NarasiNewsroom WIKA utk stasiun KCIC Halim Adhi Karya utk stasiun LRT Jabodebek,wika untuk stasiun kcic halim adhi karya untuk stasiun light rail transit jabodebek,"['wika', 'untuk', 'stasiun', 'kcic', 'halim', 'adhi', 'karya', 'untuk', 'stasiun', 'light', 'rail', 'transit', 'jabodebek']",3,positive
@ayanashb0306 Asal jangan naik lrt Jabodebek ay nanti mama kamu bakal trauma dan gak mau naik lagi wkwkwk🤣 Tapi kalo lrt Jakarta gpp kualitas 11 12 sama mrt Jakarta...,light rail transit jabodebek say mama trauma tidak wkwkwktawa lucu kalau light rail transit jakarta tidak apa apa kualitas mrt jakarta,"['light', 'rail', 'transit', 'jabodebek', 'say', 'mama', 'trauma', 'tidak', 'wkwkwktawa', 'lucu', 'kalau', 'light', 'rail', 'transit', 'jakarta', 'tidak', 'apa', 'apa', 'kualitas', 'mrt', 'jakarta']",-8,negative
@rizkidwika Anjing emang LRT jabodebek. Goblok kualitasnya sampah,anjing memang light rail transit jabodebek goblok kualitas sampah,"['anjing', 'memang', 'light', 'rail', 'transit', 'jabodebek', 'goblok', 'kualitas', 'sampah']",-7,negative
Waduh! Hujan Buat Atap Bangunan Penghubung di Stasiun Cawang LRT Jabodebek Jebol KAI: Kami Mohon Maaf  https://t.co/00Gc025syL,hujan atap bangun hubung stasiun cawang light rail transit jabodebek jebol kau mohon maaf,"['hujan', 'atap', 'bangun', 'hubung', 'stasiun', 'cawang', 'light', 'rail', 'transit', 'jabodebek', 'jebol', 'kau', 'mohon', 'maaf']",-4,negative
gara-gara lrt jabodebek sebusuk itu sekarang berangkat kantor sampe 2.5 jam lagi 🙂,gara gara light rail transit jabodebek busuk berangkat kantor sampai jam senyum,"['gara', 'gara', 'light', 'rail', 'transit', 'jabodebek', 'busuk', 'berangkat', 'kantor', 'sampai', 'jam', 'senyum']",-18,negative
Senasib! Stasiun LRT Jabodebek dan Kereta Cepat Alami Insiden https://t.co/TUYslr8b2H,nasib stasiun light rail transit jabodebek kereta cepat alami insiden,"['nasib', 'stasiun', 'light', 'rail', 'transit', 'jabodebek', 'kereta', 'cepat', 'alami', 'insiden']",-10,negative
Stasiun LRT Jabodebek di Cawang dan kereta cepat Whoosh di Halim terlihat tak mampu menampung air hujan pada Sabtu (4/11). #bisnisupdate #update #bisnis #text https://t.co/BkpfpsbJGO,stasiun light rail transit jabodebek cawang kereta cepat whoosh halim tampung air hujan sabtu bisnisupdate baru bisnis text,"['stasiun', 'light', 'rail', 'transit', 'jabodebek', 'cawang', 'kereta', 'cepat', 'whoosh', 'halim', 'tampung', 'air', 'hujan', 'sabtu', 'bisnisupdate', 'baru', 'bisnis', 'text']",-3,negative
Audit dah bareng @lrtjabodebek,audit sudah bareng,"['audit', 'sudah', 'bareng']",1,positive
@lrtjabodebek ayo atuh bulan ini jadwalnya berubah sampai jam 22:00 WIB kaka kece 🙂jak,ayo atuh jadwal ubah jam waktu indonesia bagi barat kakak kece senyumjak,"['ayo', 'atuh', 'jadwal', 'ubah', 'jam', 'waktu', 'indonesia', 'bagi', 'barat', 'kakak', 'kece', 'senyumjak']",3,positive
Pengguna Commuter Line LRT Jabodebek MRT Jakarta (pake emoney) dan Transjakarta super kenot rilet 😢😢😢,guna commuter line light rail transit jabodebek mrt jakarta pakai emoney transjakarta super not rilet,"['guna', 'commuter', 'line', 'light', 'rail', 'transit', 'jabodebek', 'mrt', 'jakarta', 'pakai', 'emoney', 'transjakarta', 'super', 'not', 'rilet']",2,positive
@prianggaKW @lrtjabodebek wkwk tiap post,wkwk post,"['wkwk', 'post']",0,neutral
@jalur5_ @lrtjabodebek Proyek lawak,proyek lawak,"['proyek', 'lawak']",0,neutral
@jalur5_ @lrtjabodebek Pelaku korupsinya siapa sih?,laku korupsi sih,"['laku', 'korupsi', 'sih']",-4,negative
@shinchsan @myhppylittlepil @jalur5_ @lrtjabodebek Tangerang beruntung nanti tersambung MRT,tangerang untung sambung mrt,"['tangerang', 'untung', 'sambung', 'mrt']",-1,negative
@myhppylittlepil @jalur5_ @lrtjabodebek Next keretanya tabrakan,next kereta tabrak,"['next', 'kereta', 'tabrak']",-9,negative
@jalur5_ @lrtjabodebek Alasan apalagi yg akan dipake skrg 🗿🗿🗿,alas yang pakai sekarang,"['alas', 'yang', 'pakai', 'sekarang']",-5,negative
Trainset Banyak Rusak DPR Minta BPK Audit LRT Jabodebek https://t.co/QD4Cq3rmUD,trainset rusak dewan wakil rakyat bapak audit light rail transit jabodebek,"['trainset', 'rusak', 'dewan', 'wakil', 'rakyat', 'bapak', 'audit', 'light', 'rail', 'transit', 'jabodebek']",-4,negative
@jalur5_ @lrtjabodebek Biar anggaran keluar lg untuk memperbaiki.. Mumpung akhr tahun anggaran hrus habis 🙃,biar anggar lagi baik mumpung akhr anggar harus habis senyum,"['biar', 'anggar', 'lagi', 'baik', 'mumpung', 'akhr', 'anggar', 'harus', 'habis', 'senyum']",0,neutral
@KAI121 min mau tanya ttg LRT jabodebek kapan sih bisa balik lagi pelayanan nya gak 30 menit headway nya,min tentang light rail transit jabodebek sih layan nya tidak menit headway nya,"['min', 'tentang', 'light', 'rail', 'transit', 'jabodebek', 'sih', 'layan', 'nya', 'tidak', 'menit', 'headway', 'nya']",-6,negative
@lrtjabodebek Operator terbego di dunia neeh!!! Belajar sama KRL tuh!! Atau belajar sama MRT!! Kereta banyak tapi alat pemeliharaan cuma satu!!,operator bego dunia nih ajar kereta listrik itu ajar mrt kereta alat pelihara,"['operator', 'bego', 'dunia', 'nih', 'ajar', 'kereta', 'listrik', 'itu', 'ajar', 'mrt', 'kereta', 'alat', 'pelihara']",-12,negative
@lrtjabodebek Eh kalian pengelola LRT pada otak di dengkul semua ya? Masa jarak antara kereta sejam? Udah gitu lelet pula!! Perencanaannya gimana? Kalian itu dibayar buat apaan sih? Magabut kali ya??!!!!,eh kelola light rail transit otak dengkul ya jarak kereta jam sudah begitu lelet rencana bagaimana bayar sih magabut kali ya,"['eh', 'kelola', 'light', 'rail', 'transit', 'otak', 'dengkul', 'ya', 'jarak', 'kereta', 'jam', 'sudah', 'begitu', 'lelet', 'rencana', 'bagaimana', 'bayar', 'sih', 'magabut', 'kali', 'ya']",-10,negative
Berikut 7 fakta LRT Jabodebek bermasalah hingga harga tiket diminta turun https://t.co/zpECvR9M4K,fakta light rail transit jabodebek masalah harga tiket turun,"['fakta', 'light', 'rail', 'transit', 'jabodebek', 'masalah', 'harga', 'tiket', 'turun']",-6,negative
@lrtjabodebek Lima rebu pun masih terlalu mahal dengan pelayanan seperti ini min hahhaa. Seribu maratus lah pas nya bolak balik 3rebu. Headway 2 jam sekali ayok gpp. Layanan jele gini pgn dibayar 20rebu,rebu mahal layan min haha ribu maratus pas nya bolak rebu headway jam ayo tidak apa apa layan jelek begini ingin bayar rebu,"['rebu', 'mahal', 'layan', 'min', 'haha', 'ribu', 'maratus', 'pas', 'nya', 'bolak', 'rebu', 'headway', 'jam', 'ayo', 'tidak', 'apa', 'apa', 'layan', 'jelek', 'begini', 'ingin', 'bayar', 'rebu']",-11,negative
@jalur5_ @lrtjabodebek yg ngedesain sama mandor proyek nya gimana nih,yang ngedesain mandor proyek nya bagaimana nih,"['yang', 'ngedesain', 'mandor', 'proyek', 'nya', 'bagaimana', 'nih']",-5,negative
@faishalori @jalur5_ @lrtjabodebek @Bagasp Pembangunan ✅ Kualitas ❎,bangun kualitas,"['bangun', 'kualitas']",4,positive
@oeurin Selamat malam. Stasiun terdekatnya LRT Jabodebek yaitu Harjamukti ya kak. Trims.,selamat malam stasiun dekat light rail transit jabodebek harjamukti ya kak terima kasih,"['selamat', 'malam', 'stasiun', 'dekat', 'light', 'rail', 'transit', 'jabodebek', 'harjamukti', 'ya', 'kak', 'terima', 'kasih']",4,positive
Tak lkunjung habis permasalahan LRT Jabodebek. Baru saja diresmikan sudah beberapa kali pihak KAI meminta maaf karena viral. Semoga ini yang terakhir Yaa ___ #vivacoid #lrtjabodebek https://t.co/tCfnxphYF0,lkunjung habis masalah light rail transit jabodebek resmi kali kau maaf viral moga ya vivacoid lrtjabodebek,"['lkunjung', 'habis', 'masalah', 'light', 'rail', 'transit', 'jabodebek', 'resmi', 'kali', 'kau', 'maaf', 'viral', 'moga', 'ya', 'vivacoid', 'lrtjabodebek']",-2,negative
@adiquate @abspenilai @merapi_uncover Ono mas...deloken wae nang jakarta..LRT jabodebek..saiki malah ra jelas padahal baru berapa bulan,ono mas deloken saja di jakarta light rail transit jabodebek sekarang ra,"['ono', 'mas', 'deloken', 'saja', 'di', 'jakarta', 'light', 'rail', 'transit', 'jabodebek', 'sekarang', 'ra']",-3,negative
@bawango @jalur5_ @lrtjabodebek Tpi dukung palestina bang. Gimana dong.,tetapi dukung palestina bang bagaimana,"['tetapi', 'dukung', 'palestina', 'bang', 'bagaimana']",4,positive
@txtdaritng @jalur5_ @lrtjabodebek Awokwok T= teles kebes,awokwok t teles kebes,"['awokwok', 't', 'teles', 'kebes']",-4,negative
@jalur5_ @lrtjabodebek Yg bagus emang LRT kelapa gading sih meskipun rute nya pendek. Kenapa tuh ya? Kenapa coba?,yang bagus memang light rail transit kelapa gading sih rute nya pendek itu ya coba,"['yang', 'bagus', 'memang', 'light', 'rail', 'transit', 'kelapa', 'gading', 'sih', 'rute', 'nya', 'pendek', 'itu', 'ya', 'coba']",-9,negative
Atap Bangunan Penghubung Stasiun Cawang LRT Jabodebek Jebol di Guyur Hujan https://t.co/SWm33idvDG,atap bangun hubung stasiun cawang light rail transit jabodebek jebol guyur hujan,"['atap', 'bangun', 'hubung', 'stasiun', 'cawang', 'light', 'rail', 'transit', 'jabodebek', 'jebol', 'guyur', 'hujan']",-3,negative
Atap bangunan penghubung stasiun Cawang LRT Jabodebek dikabarkan jebol karena hujan deras pada Sabtu 4 November 2023 kemarin malam. Dikutip dari informasi yang beredar di akun X dilaporkan atap bangunan penghubung Stasiun Cawang @LRTJabodebek jebol saat hujan.   #metaidn https://t.co/cFx6j0quy0,atap bangun hubung stasiun cawang light rail transit jabodebek kabar jebol hujan deras sabtu november kemarin malam kutip informasi edar akun x lapor atap bangun hubung stasiun cawang jebol hujan metaidn,"['atap', 'bangun', 'hubung', 'stasiun', 'cawang', 'light', 'rail', 'transit', 'jabodebek', 'kabar', 'jebol', 'hujan', 'deras', 'sabtu', 'november', 'kemarin', 'malam', 'kutip', 'informasi', 'edar', 'akun', 'x', 'lapor', 'atap', 'bangun', 'hubung', 'stasiun', 'cawang', 'jebol', 'hujan', 'metaidn']",-6,negative
@jalur5_ @lrtjabodebek Maincont nya karya karya itu 😂 @brorondm,maincont nya karya karya tawa lucu,"['maincont', 'nya', 'karya', 'karya', 'tawa', 'lucu']",7,positive
@jalur5_ @lrtjabodebek Kerjaan BUMN emang kebanyakan ngaco atau gmana sih?,kerja badan usaha milik negara memang banyak kacau bagaimana sih,"['kerja', 'badan', 'usaha', 'milik', 'negara', 'memang', 'banyak', 'kacau', 'bagaimana', 'sih']",-3,negative
KAI Berkolaborasi Bersama Stakeholders Terkait Jamin Pelayanan di Stasiun LRT Jabodebek Tetap Berjalan Baik https://t.co/N0BFULeNmP @KAI121 @keretaapikita @KemenBUMN @kemenhub151 https://t.co/vJsyY7p57E,kau kolaborasi stakeholders kait jamin layan stasiun light rail transit jabodebek jalan,"['kau', 'kolaborasi', 'stakeholders', 'kait', 'jamin', 'layan', 'stasiun', 'light', 'rail', 'transit', 'jabodebek', 'jalan']",-4,negative
@jalur5_ @lrtjabodebek @dsasterboy bisa balik gak ye merci bsok? wkwkw,tidak iya merci besok wkwk,"['tidak', 'iya', 'merci', 'besok', 'wkwk']",-5,negative
"@jalur5_ @lrtjabodebek ... Dibangun musim kemarau jadi belum teruji saat musim hujan"" kira kira sperti itu mereka ngelesnya... Lawak kali""",bangun musim kemarau uji musim hujan seperti ngelesnya lawak kali,"['bangun', 'musim', 'kemarau', 'uji', 'musim', 'hujan', 'seperti', 'ngelesnya', 'lawak', 'kali']",-1,negative
@allfoonss @jalur5_ @lrtjabodebek gue bilang lu sabar,gue bilang kamu sabar,"['gue', 'bilang', 'kamu', 'sabar']",5,positive
@jalur5_ @lrtjabodebek Pembangunannya bermasalah ni berarti apa gak sesuai spek awal? 🤔,bangun masalah nih tidak sesuai spesifikasi,"['bangun', 'masalah', 'nih', 'tidak', 'sesuai', 'spesifikasi']",-3,negative
@jalur5_ @lrtjabodebek Boy kemarin gw naik lagi ada pembatalan keberangkatan coba caur bat,boy kemarin gue batal berangkat coba caur banget,"['boy', 'kemarin', 'gue', 'batal', 'berangkat', 'coba', 'caur', 'banget']",-8,negative
@biasalahanakmud @jalur5_ @lrtjabodebek Bagusan ini ga sihh,bagus tidak sih,"['bagus', 'tidak', 'sih']",-7,negative
@Radenazizhar @rionindito @blueamsterdamn @jalur5_ @lrtjabodebek @suuryo Koe ng ndi tak parani diomongke apik2 wae,koe ng mana paran diomongke apik saja,"['koe', 'ng', 'mana', 'paran', 'diomongke', 'apik', 'saja']",-3,negative
@jalur5_ @lrtjabodebek Bagusan stasiun klaten,bagus stasiun klaten,"['bagus', 'stasiun', 'klaten']",-2,negative
@Radenazizhar @rionindito @blueamsterdamn @jalur5_ @lrtjabodebek @suuryo Udan e deres kui udu mutu ne le elek. Tapi kok iso yo 😅,udan e deres itu udu mutu ini le elek bisa iya tawa canggung,"['udan', 'e', 'deres', 'itu', 'udu', 'mutu', 'ini', 'le', 'elek', 'bisa', 'iya', 'tawa', 'canggung']",-3,negative
@jalur5_ @lrtjabodebek Ga bahaya ta iki?,tidak bahaya ta ini,"['tidak', 'bahaya', 'ta', 'ini']",-13,negative
Atap Stasiun LRT Jabodebek Ambrol Begini Klarifikasi KAI https://t.co/vJkyUR33GT #beritajogja #jogja #jogjaistimewa https://t.co/BO2taCesT7,atap stasiun light rail transit jabodebek ambrol klarifikasi kau beritajogja yoyakarta jogjaistimewa,"['atap', 'stasiun', 'light', 'rail', 'transit', 'jabodebek', 'ambrol', 'klarifikasi', 'kau', 'beritajogja', 'yoyakarta', 'jogjaistimewa']",0,neutral
@jalur5_ @lrtjabodebek Udah mah mahal kualitasnya berantakan..,sudah adalah mahal kualitas beranta,"['sudah', 'adalah', 'mahal', 'kualitas', 'beranta']",6,positive
@jalur5_ @lrtjabodebek Mungkin mencoba seperti ini https://t.co/1gMSwLx3yB,coba,['coba'],1,positive
@Radenazizhar @blueamsterdamn @jalur5_ @lrtjabodebek @suuryo Kowe di sindir Aziz sur,kamu sindir aziz sur,"['kamu', 'sindir', 'aziz', 'sur']",-1,negative
@BisKota_ LRT: Langganan Rusak Terus @lrtjabodebek,light rail transit langgan rusak,"['light', 'rail', 'transit', 'langgan', 'rusak']",1,positive
@lrtjabodebek jadwal besok senin gmn min??,jadwal besok senin bagaimana min,"['jadwal', 'besok', 'senin', 'bagaimana', 'min']",0,neutral
@jalur5_ @lrtjabodebek Baru tau stasiun lrt ada fitur waterboomnya,tau stasiun light rail transit fitur waterboomnya,"['tau', 'stasiun', 'light', 'rail', 'transit', 'fitur', 'waterboomnya']",0,neutral
@jalur5_ @lrtjabodebek Enak banget ada air terjun indoor,enak banget air terjun indoor,"['enak', 'banget', 'air', 'terjun', 'indoor']",-2,negative
@jalur5_ @lrtjabodebek Air terjunnya pindah 🤦‍♂️,air terjun pindah bodoh,"['air', 'terjun', 'pindah', 'bodoh']",-5,negative
PT Adhi Karya selaku kontraktor pembangunan stasiun LRT Jabodebek langsung melakukan perbaikan di stasiun Cawang yang mengalami atap jebol seperti yan... https://t.co/THzoFAAXRl,pt adhi karya kontraktor bangun stasiun light rail transit jabodebek langsung baik stasiun cawang alami atap jebol yan,"['pt', 'adhi', 'karya', 'kontraktor', 'bangun', 'stasiun', 'light', 'rail', 'transit', 'jabodebek', 'langsung', 'baik', 'stasiun', 'cawang', 'alami', 'atap', 'jebol', 'yan']",5,positive
@jalur5_ @lrtjabodebek Pasti BUMN udah gak kerjasama mbak Rara pengendali hujan,badan usaha milik negara sudah tidak kerja sama mbak rara kendali hujan,"['badan', 'usaha', 'milik', 'negara', 'sudah', 'tidak', 'kerja', 'sama', 'mbak', 'rara', 'kendali', 'hujan']",-7,negative
@lrtjabodebek Udah lemot jalan ya jadwal lama tarif mahal juga..harusnya masih gratis ini krn itungan ya Tidak Siap Operasi (TSO),sudah lot jalan ya jadwal tarif mahal gratis karena hitung ya operasi tso,"['sudah', 'lot', 'jalan', 'ya', 'jadwal', 'tarif', 'mahal', 'gratis', 'karena', 'hitung', 'ya', 'operasi', 'tso']",0,neutral
@DikraQur @BisKota_ @txttransportasi Tahun 1988 IQ orang Jepang yg bikin keretanya saja sudah &gt 100  Bandingkan dengan proyek sampah @lrtjabodebek dan gerbong KAJJ gemblodak buatan perguruan pencak silat world-class @ptinka yang menggunakan Tingkat Kerusakan Dalam Negeri cukup tinggi 🥰,intelligence quotient orang jepang yang bikin kereta begitu banding proyek sampah gerbong kajj gemblodak buat guru pencak silat world class tingkat rusa negeri sayang,"['intelligence', 'quotient', 'orang', 'jepang', 'yang', 'bikin', 'kereta', 'begitu', 'banding', 'proyek', 'sampah', 'gerbong', 'kajj', 'gemblodak', 'buat', 'guru', 'pencak', 'silat', 'world', 'class', 'tingkat', 'rusa', 'negeri', 'sayang']",-8,negative
Jeda antar kereta nya jauh bener. Bersik banget kereta nya. Bising ga ketulung didalam kereta sepanjang jalan (kondisi ujan gatau kalo kering) @lrtjabodebek @kemenhub151 trus kenapa peron st halim kok ga selevel gt yak ane bener.,jeda kereta nya benar bersik banget kereta nya bising tidak ketulung di dalam kereta jalan kondisi hujan tak tau kalau kering terus peron st halim tidak level begitu ya saya benar,"['jeda', 'kereta', 'nya', 'benar', 'bersik', 'banget', 'kereta', 'nya', 'bising', 'tidak', 'ketulung', 'di', 'dalam', 'kereta', 'jalan', 'kondisi', 'hujan', 'tak', 'tau', 'kalau', 'kering', 'terus', 'peron', 'st', 'halim', 'tidak', 'level', 'begitu', 'ya', 'saya', 'benar']",-31,negative
@jalur5_ @lrtjabodebek Hallo @KPK_RI tolong diaudit....kakean masalah iki,halo tolong audit banyak ini,"['halo', 'tolong', 'audit', 'banyak', 'ini']",-1,negative
KAI memastikan kondisi tersebut tidak menganggu area pelayanan LRT Jabodebek secara keseluruhan. https://t.co/rHWtY4J3WB,kau kondisi menganggu area layan light rail transit jabodebek,"['kau', 'kondisi', 'menganggu', 'area', 'layan', 'light', 'rail', 'transit', 'jabodebek']",0,neutral
@kerendi_ @jalur5_ @lrtjabodebek Lama rusak telat,rusak telat,"['rusak', 'telat']",-6,negative
@kerendi_ @jalur5_ @lrtjabodebek 🤣🤣🤣 miris euyy abs baca katanya bakal diinvestigasi.. ada korupsi kahh wkwk  https://t.co/hRupQh1iku,tawa lucutawa lucutawa lucu miris euy habis baca investigasi korupsi kahh wkwk,"['tawa', 'lucutawa', 'lucutawa', 'lucu', 'miris', 'euy', 'habis', 'baca', 'investigasi', 'korupsi', 'kahh', 'wkwk']",-5,negative
@jalur5_ @lrtjabodebek Waduhh kayak air terjun dong 😭  https://t.co/hRupQh1iku,waduh kayak air terjun tangis,"['waduh', 'kayak', 'air', 'terjun', 'tangis']",-11,negative
2 LRT buatan INKA satu di Palembang dan adiknya di lintas Jabodebek  Di Palembang traksinya pakai CRRC di Jabodebek pakai CAF dan automated. Tapi di Palembang aman-aman aja di Jabodebek kok bermasalah?  Karena terburu-buru? Integrasi proyek? Kualitas? Perlu dicek semua sisi.,light rail transit buat inka palembang adik lintas jabodebek palembang traksi pakai crrc jabodebek pakai caf automated palembang aman aman saja jabodebek masalah buru buru integrasi proyek kualitas cek sisi,"['light', 'rail', 'transit', 'buat', 'inka', 'palembang', 'adik', 'lintas', 'jabodebek', 'palembang', 'traksi', 'pakai', 'crrc', 'jabodebek', 'pakai', 'caf', 'automated', 'palembang', 'aman', 'aman', 'saja', 'jabodebek', 'masalah', 'buru', 'buru', 'integrasi', 'proyek', 'kualitas', 'cek', 'sisi']",-7,negative
@jalur5_ @lrtjabodebek Investasi yang sangat berfaedah,investasi faedah,"['investasi', 'faedah']",3,positive
@jalur5_ @lrtjabodebek Konsep air terjun kya di changi ya? https://t.co/G33OV9M9dg,konsep air terjun kayak changi ya,"['konsep', 'air', 'terjun', 'kayak', 'changi', 'ya']",-6,negative
Sayangnya LRT Jabodebek ini adalah moda transportasi publik yang paling feasible untuk gue gunakan sekarang. Ada Transjakarta sih tapi Halte Benhil lagi revitalisasi. Mboh.,sayang light rail transit jabodebek moda transportasi publik feasible gue transjakarta sih halte benhil revitalisasi mboh,"['sayang', 'light', 'rail', 'transit', 'jabodebek', 'moda', 'transportasi', 'publik', 'feasible', 'gue', 'transjakarta', 'sih', 'halte', 'benhil', 'revitalisasi', 'mboh']",0,neutral
